ID,DATE,Weights,Positions,ORIG_IDS,ID(),Partial Errors
AFL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AFL UN Equity,No permissions for Weights
AGN UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AGN UN Equity,No permissions for Weights
AIG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AIG UN Equity,No permissions for Weights
AIV UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AIV UN Equity,No permissions for Weights
AIZ UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AIZ UN Equity,No permissions for Weights
AJG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AJG UN Equity,No permissions for Weights
AKAM UW Equity,2020-01-01 00:00:00,,,SPX INDEX,AKAM UW Equity,No permissions for Weights
ALB UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ALB UN Equity,No permissions for Weights
ALGN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,ALGN UW Equity,No permissions for Weights
ALK UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ALK UN Equity,No permissions for Weights
ALL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ALL UN Equity,No permissions for Weights
ALLE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ALLE UN Equity,No permissions for Weights
ALXN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,ALXN UW Equity,No permissions for Weights
AMAT UW Equity,2020-01-01 00:00:00,,,SPX INDEX,AMAT UW Equity,No permissions for Weights
AMCR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AMCR UN Equity,No permissions for Weights
AMD UW Equity,2020-01-01 00:00:00,,,SPX INDEX,AMD UW Equity,No permissions for Weights
AME UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AME UN Equity,No permissions for Weights
AMGN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,AMGN UW Equity,No permissions for Weights
AMP UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AMP UN Equity,No permissions for Weights
AMT UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AMT UN Equity,No permissions for Weights
AMZN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,AMZN UW Equity,No permissions for Weights
ANET UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ANET UN Equity,No permissions for Weights
ANSS UW Equity,2020-01-01 00:00:00,,,SPX INDEX,ANSS UW Equity,No permissions for Weights
ANTM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ANTM UN Equity,No permissions for Weights
AON UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AON UN Equity,No permissions for Weights
AOS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AOS UN Equity,No permissions for Weights
APD UN Equity,2020-01-01 00:00:00,,,SPX INDEX,APD UN Equity,No permissions for Weights
APH UN Equity,2020-01-01 00:00:00,,,SPX INDEX,APH UN Equity,No permissions for Weights
APTV UN Equity,2020-01-01 00:00:00,,,SPX INDEX,APTV UN Equity,No permissions for Weights
ARE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ARE UN Equity,No permissions for Weights
ATO UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ATO UN Equity,No permissions for Weights
ATVI UW Equity,2020-01-01 00:00:00,,,SPX INDEX,ATVI UW Equity,No permissions for Weights
AVB UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AVB UN Equity,No permissions for Weights
AVGO UW Equity,2020-01-01 00:00:00,,,SPX INDEX,AVGO UW Equity,No permissions for Weights
AVY UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AVY UN Equity,No permissions for Weights
AWK UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AWK UN Equity,No permissions for Weights
AXP UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AXP UN Equity,No permissions for Weights
AZO UN Equity,2020-01-01 00:00:00,,,SPX INDEX,AZO UN Equity,No permissions for Weights
BA UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BA UN Equity,No permissions for Weights
BAC UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BAC UN Equity,No permissions for Weights
BAX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BAX UN Equity,No permissions for Weights
BBWI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BBWI UN Equity,No permissions for Weights
BBY UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BBY UN Equity,No permissions for Weights
BDX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BDX UN Equity,No permissions for Weights
BEN UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BEN UN Equity,No permissions for Weights
BF/B UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BF/B UN Equity,No permissions for Weights
BIIB UW Equity,2020-01-01 00:00:00,,,SPX INDEX,BIIB UW Equity,No permissions for Weights
BK UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BK UN Equity,No permissions for Weights
BKNG UW Equity,2020-01-01 00:00:00,,,SPX INDEX,BKNG UW Equity,No permissions for Weights
BKR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BKR UN Equity,No permissions for Weights
BLK UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BLK UN Equity,No permissions for Weights
BLL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BLL UN Equity,No permissions for Weights
BMY UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BMY UN Equity,No permissions for Weights
BR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BR UN Equity,No permissions for Weights
BRK/B UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BRK/B UN Equity,No permissions for Weights
BSX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BSX UN Equity,No permissions for Weights
BWA UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BWA UN Equity,No permissions for Weights
BXP UN Equity,2020-01-01 00:00:00,,,SPX INDEX,BXP UN Equity,No permissions for Weights
C UN Equity,2020-01-01 00:00:00,,,SPX INDEX,C UN Equity,No permissions for Weights
CAG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CAG UN Equity,No permissions for Weights
CAH UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CAH UN Equity,No permissions for Weights
CAT UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CAT UN Equity,No permissions for Weights
CB UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CB UN Equity,No permissions for Weights
CBOE UF Equity,2020-01-01 00:00:00,,,SPX INDEX,CBOE UF Equity,No permissions for Weights
CBRE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CBRE UN Equity,No permissions for Weights
CCI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CCI UN Equity,No permissions for Weights
CCL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CCL UN Equity,No permissions for Weights
CDNS UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CDNS UW Equity,No permissions for Weights
CDW UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CDW UW Equity,No permissions for Weights
CE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CE UN Equity,No permissions for Weights
CERN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CERN UW Equity,No permissions for Weights
CF UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CF UN Equity,No permissions for Weights
CFG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CFG UN Equity,No permissions for Weights
CHD UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CHD UN Equity,No permissions for Weights
CHRW UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CHRW UW Equity,No permissions for Weights
CHTR UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CHTR UW Equity,No permissions for Weights
CI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CI UN Equity,No permissions for Weights
CINF UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CINF UW Equity,No permissions for Weights
CL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CL UN Equity,No permissions for Weights
CLX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CLX UN Equity,No permissions for Weights
CMA UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CMA UN Equity,No permissions for Weights
CMCSA UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CMCSA UW Equity,No permissions for Weights
CME UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CME UW Equity,No permissions for Weights
CMG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CMG UN Equity,No permissions for Weights
CMI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CMI UN Equity,No permissions for Weights
CMS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CMS UN Equity,No permissions for Weights
CNC UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CNC UN Equity,No permissions for Weights
CNP UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CNP UN Equity,No permissions for Weights
COF UN Equity,2020-01-01 00:00:00,,,SPX INDEX,COF UN Equity,No permissions for Weights
COG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,COG UN Equity,No permissions for Weights
COO UN Equity,2020-01-01 00:00:00,,,SPX INDEX,COO UN Equity,No permissions for Weights
COP UN Equity,2020-01-01 00:00:00,,,SPX INDEX,COP UN Equity,No permissions for Weights
COST UW Equity,2020-01-01 00:00:00,,,SPX INDEX,COST UW Equity,No permissions for Weights
COTY UN Equity,2020-01-01 00:00:00,,,SPX INDEX,COTY UN Equity,No permissions for Weights
CPB UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CPB UN Equity,No permissions for Weights
CPRI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CPRI UN Equity,No permissions for Weights
CPRT UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CPRT UW Equity,No permissions for Weights
CRM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CRM UN Equity,No permissions for Weights
CSCO UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CSCO UW Equity,No permissions for Weights
CSX UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CSX UW Equity,No permissions for Weights
CTAS UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CTAS UW Equity,No permissions for Weights
CTSH UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CTSH UW Equity,No permissions for Weights
CTVA UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CTVA UN Equity,No permissions for Weights
CTXS UW Equity,2020-01-01 00:00:00,,,SPX INDEX,CTXS UW Equity,No permissions for Weights
CVS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CVS UN Equity,No permissions for Weights
CVX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CVX UN Equity,No permissions for Weights
CXO UN Equity,2020-01-01 00:00:00,,,SPX INDEX,CXO UN Equity,No permissions for Weights
D UN Equity,2020-01-01 00:00:00,,,SPX INDEX,D UN Equity,No permissions for Weights
DAL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DAL UN Equity,No permissions for Weights
DD UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DD UN Equity,No permissions for Weights
DE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DE UN Equity,No permissions for Weights
DFS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DFS UN Equity,No permissions for Weights
DG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DG UN Equity,No permissions for Weights
DGX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DGX UN Equity,No permissions for Weights
DHI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DHI UN Equity,No permissions for Weights
DHR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DHR UN Equity,No permissions for Weights
DIS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DIS UN Equity,No permissions for Weights
DISCA UW Equity,2020-01-01 00:00:00,,,SPX INDEX,DISCA UW Equity,No permissions for Weights
DISCK UW Equity,2020-01-01 00:00:00,,,SPX INDEX,DISCK UW Equity,No permissions for Weights
DISH UW Equity,2020-01-01 00:00:00,,,SPX INDEX,DISH UW Equity,No permissions for Weights
DLR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DLR UN Equity,No permissions for Weights
DLTR UW Equity,2020-01-01 00:00:00,,,SPX INDEX,DLTR UW Equity,No permissions for Weights
DOV UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DOV UN Equity,No permissions for Weights
DOW UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DOW UN Equity,No permissions for Weights
DRE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DRE UN Equity,No permissions for Weights
DRI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DRI UN Equity,No permissions for Weights
DTE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DTE UN Equity,No permissions for Weights
DUK UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DUK UN Equity,No permissions for Weights
DVA UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DVA UN Equity,No permissions for Weights
DVN UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DVN UN Equity,No permissions for Weights
DXC UN Equity,2020-01-01 00:00:00,,,SPX INDEX,DXC UN Equity,No permissions for Weights
EA UW Equity,2020-01-01 00:00:00,,,SPX INDEX,EA UW Equity,No permissions for Weights
EBAY UW Equity,2020-01-01 00:00:00,,,SPX INDEX,EBAY UW Equity,No permissions for Weights
ECL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ECL UN Equity,No permissions for Weights
ED UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ED UN Equity,No permissions for Weights
EFX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EFX UN Equity,No permissions for Weights
EIX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EIX UN Equity,No permissions for Weights
EL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EL UN Equity,No permissions for Weights
EMN UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EMN UN Equity,No permissions for Weights
EMR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EMR UN Equity,No permissions for Weights
EOG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EOG UN Equity,No permissions for Weights
EQIX UW Equity,2020-01-01 00:00:00,,,SPX INDEX,EQIX UW Equity,No permissions for Weights
EQR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EQR UN Equity,No permissions for Weights
ES UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ES UN Equity,No permissions for Weights
ESS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ESS UN Equity,No permissions for Weights
ETFC UW Equity,2020-01-01 00:00:00,,,SPX INDEX,ETFC UW Equity,No permissions for Weights
ETN UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ETN UN Equity,No permissions for Weights
ETR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ETR UN Equity,No permissions for Weights
EVRG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EVRG UN Equity,No permissions for Weights
EW UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EW UN Equity,No permissions for Weights
EXC UW Equity,2020-01-01 00:00:00,,,SPX INDEX,EXC UW Equity,No permissions for Weights
EXPD UW Equity,2020-01-01 00:00:00,,,SPX INDEX,EXPD UW Equity,No permissions for Weights
EXPE UW Equity,2020-01-01 00:00:00,,,SPX INDEX,EXPE UW Equity,No permissions for Weights
EXR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,EXR UN Equity,No permissions for Weights
F UN Equity,2020-01-01 00:00:00,,,SPX INDEX,F UN Equity,No permissions for Weights
FANG UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FANG UW Equity,No permissions for Weights
FAST UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FAST UW Equity,No permissions for Weights
FB UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FB UW Equity,No permissions for Weights
FBHS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FBHS UN Equity,No permissions for Weights
FCX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FCX UN Equity,No permissions for Weights
FDX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FDX UN Equity,No permissions for Weights
FE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FE UN Equity,No permissions for Weights
FFIV UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FFIV UW Equity,No permissions for Weights
FIS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FIS UN Equity,No permissions for Weights
FISV UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FISV UW Equity,No permissions for Weights
FITB UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FITB UW Equity,No permissions for Weights
FLIR UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FLIR UW Equity,No permissions for Weights
FLS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FLS UN Equity,No permissions for Weights
FLT UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FLT UN Equity,No permissions for Weights
FMC UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FMC UN Equity,No permissions for Weights
FOX UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FOX UW Equity,No permissions for Weights
FOXA UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FOXA UW Equity,No permissions for Weights
FRC UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FRC UN Equity,No permissions for Weights
FRT UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FRT UN Equity,No permissions for Weights
FTI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FTI UN Equity,No permissions for Weights
FTNT UW Equity,2020-01-01 00:00:00,,,SPX INDEX,FTNT UW Equity,No permissions for Weights
FTV UN Equity,2020-01-01 00:00:00,,,SPX INDEX,FTV UN Equity,No permissions for Weights
GD UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GD UN Equity,No permissions for Weights
GE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GE UN Equity,No permissions for Weights
GILD UW Equity,2020-01-01 00:00:00,,,SPX INDEX,GILD UW Equity,No permissions for Weights
GIS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GIS UN Equity,No permissions for Weights
GL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GL UN Equity,No permissions for Weights
GLW UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GLW UN Equity,No permissions for Weights
GM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GM UN Equity,No permissions for Weights
GOOG UW Equity,2020-01-01 00:00:00,,,SPX INDEX,GOOG UW Equity,No permissions for Weights
GOOGL UW Equity,2020-01-01 00:00:00,,,SPX INDEX,GOOGL UW Equity,No permissions for Weights
GPC UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GPC UN Equity,No permissions for Weights
GPN UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GPN UN Equity,No permissions for Weights
GPS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GPS UN Equity,No permissions for Weights
GRMN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,GRMN UW Equity,No permissions for Weights
GS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GS UN Equity,No permissions for Weights
GWW UN Equity,2020-01-01 00:00:00,,,SPX INDEX,GWW UN Equity,No permissions for Weights
HAL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HAL UN Equity,No permissions for Weights
HAS UW Equity,2020-01-01 00:00:00,,,SPX INDEX,HAS UW Equity,No permissions for Weights
HBAN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,HBAN UW Equity,No permissions for Weights
HBI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HBI UN Equity,No permissions for Weights
HCA UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HCA UN Equity,No permissions for Weights
HD UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HD UN Equity,No permissions for Weights
HES UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HES UN Equity,No permissions for Weights
HFC UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HFC UN Equity,No permissions for Weights
HIG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HIG UN Equity,No permissions for Weights
HII UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HII UN Equity,No permissions for Weights
HLT UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HLT UN Equity,No permissions for Weights
HOG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HOG UN Equity,No permissions for Weights
HOLX UW Equity,2020-01-01 00:00:00,,,SPX INDEX,HOLX UW Equity,No permissions for Weights
HON UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HON UN Equity,No permissions for Weights
HP UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HP UN Equity,No permissions for Weights
HPE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HPE UN Equity,No permissions for Weights
HPQ UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HPQ UN Equity,No permissions for Weights
HRB UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HRB UN Equity,No permissions for Weights
HRL UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HRL UN Equity,No permissions for Weights
HSIC UW Equity,2020-01-01 00:00:00,,,SPX INDEX,HSIC UW Equity,No permissions for Weights
HST UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HST UN Equity,No permissions for Weights
HSY UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HSY UN Equity,No permissions for Weights
HUM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HUM UN Equity,No permissions for Weights
HWM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,HWM UN Equity,No permissions for Weights
IBM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IBM UN Equity,No permissions for Weights
ICE UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ICE UN Equity,No permissions for Weights
IDXX UW Equity,2020-01-01 00:00:00,,,SPX INDEX,IDXX UW Equity,No permissions for Weights
IEX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IEX UN Equity,No permissions for Weights
IFF UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IFF UN Equity,No permissions for Weights
ILMN UW Equity,2020-01-01 00:00:00,,,SPX INDEX,ILMN UW Equity,No permissions for Weights
INCY UW Equity,2020-01-01 00:00:00,,,SPX INDEX,INCY UW Equity,No permissions for Weights
INFO UN Equity,2020-01-01 00:00:00,,,SPX INDEX,INFO UN Equity,No permissions for Weights
INTC UW Equity,2020-01-01 00:00:00,,,SPX INDEX,INTC UW Equity,No permissions for Weights
INTU UW Equity,2020-01-01 00:00:00,,,SPX INDEX,INTU UW Equity,No permissions for Weights
IP UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IP UN Equity,No permissions for Weights
IPG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IPG UN Equity,No permissions for Weights
IPGP UW Equity,2020-01-01 00:00:00,,,SPX INDEX,IPGP UW Equity,No permissions for Weights
IQV UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IQV UN Equity,No permissions for Weights
IRM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IRM UN Equity,No permissions for Weights
ISRG UW Equity,2020-01-01 00:00:00,,,SPX INDEX,ISRG UW Equity,No permissions for Weights
IT UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IT UN Equity,No permissions for Weights
ITW UN Equity,2020-01-01 00:00:00,,,SPX INDEX,ITW UN Equity,No permissions for Weights
IVZ UN Equity,2020-01-01 00:00:00,,,SPX INDEX,IVZ UN Equity,No permissions for Weights
J UN Equity,2020-01-01 00:00:00,,,SPX INDEX,J UN Equity,No permissions for Weights
JBHT UW Equity,2020-01-01 00:00:00,,,SPX INDEX,JBHT UW Equity,No permissions for Weights
JCI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,JCI UN Equity,No permissions for Weights
JKHY UW Equity,2020-01-01 00:00:00,,,SPX INDEX,JKHY UW Equity,No permissions for Weights
JNJ UN Equity,2020-01-01 00:00:00,,,SPX INDEX,JNJ UN Equity,No permissions for Weights
JNPR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,JNPR UN Equity,No permissions for Weights
JPM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,JPM UN Equity,No permissions for Weights
JWN UN Equity,2020-01-01 00:00:00,,,SPX INDEX,JWN UN Equity,No permissions for Weights
K UN Equity,2020-01-01 00:00:00,,,SPX INDEX,K UN Equity,No permissions for Weights
KEY UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KEY UN Equity,No permissions for Weights
KEYS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KEYS UN Equity,No permissions for Weights
KHC UW Equity,2020-01-01 00:00:00,,,SPX INDEX,KHC UW Equity,No permissions for Weights
KIM UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KIM UN Equity,No permissions for Weights
KLAC UW Equity,2020-01-01 00:00:00,,,SPX INDEX,KLAC UW Equity,No permissions for Weights
KMB UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KMB UN Equity,No permissions for Weights
KMI UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KMI UN Equity,No permissions for Weights
KMX UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KMX UN Equity,No permissions for Weights
KO UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KO UN Equity,No permissions for Weights
KR UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KR UN Equity,No permissions for Weights
KSS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KSS UN Equity,No permissions for Weights
KSU UN Equity,2020-01-01 00:00:00,,,SPX INDEX,KSU UN Equity,No permissions for Weights
L UN Equity,2020-01-01 00:00:00,,,SPX INDEX,L UN Equity,No permissions for Weights
LDOS UN Equity,2020-01-01 00:00:00,,,SPX INDEX,LDOS UN Equity,No permissions for Weights
LEG UN Equity,2020-01-01 00:00:00,,,SPX INDEX,LEG UN Equity,No permissions for Weights
